aya_index,text
3053,"<b>الشعراء 8</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 67</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 103</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 139</b>فكذبوه فأهلكناهم إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 158</b>فأخذهم العذاب إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 174</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 190</b>إن في ذلك لآية وما كان أكثرهم مؤمنين "
3054,"<b>الشعراء 9</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 68</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 104</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 140</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 159</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 175</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 191</b>وإن ربك لهو العزيز الرحيم "
3056,"<b>الشعراء 106</b>إذ قال لهم أخوهم نوح ألا تتقون ,<b>الشعراء 142</b>إذ قال لهم أخوهم صالح ألا تتقون ,<b>الشعراء 161</b>إذ قال لهم أخوهم لوط ألا تتقون "
3057,"<b>الشعراء 107</b>إني لكم رسول أمين ,<b>الشعراء 143</b>إني لكم رسول أمين ,<b>الشعراء 162</b>إني لكم رسول أمين ,<b>الشعراء 178</b>إني لكم رسول أمين "
3058,"<b>الشعراء 108</b>فاتقوا الله وأطيعون ,<b>الشعراء 110</b>فاتقوا الله وأطيعون ,<b>الشعراء 131</b>فاتقوا الله وأطيعون ,<b>الشعراء 144</b>فاتقوا الله وأطيعون ,<b>الشعراء 150</b>فاتقوا الله وأطيعون ,<b>الشعراء 163</b>فاتقوا الله وأطيعون ,<b>الشعراء 179</b>فاتقوا الله وأطيعون "
3059,"<b>الشعراء 109</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 145</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 164</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 180</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين "
3063,"<b>الشعراء 108</b>فاتقوا الله وأطيعون ,<b>الشعراء 110</b>فاتقوا الله وأطيعون ,<b>الشعراء 126</b>فاتقوا الله وأطيعون ,<b>الشعراء 144</b>فاتقوا الله وأطيعون ,<b>الشعراء 150</b>فاتقوا الله وأطيعون ,<b>الشعراء 163</b>فاتقوا الله وأطيعون ,<b>الشعراء 179</b>فاتقوا الله وأطيعون "
3071,"<b>الشعراء 8</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 67</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 103</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 121</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 174</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 190</b>إن في ذلك لآية وما كان أكثرهم مؤمنين "
3072,"<b>الشعراء 9</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 68</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 104</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 122</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 159</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 175</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 191</b>وإن ربك لهو العزيز الرحيم "
3074,"<b>الشعراء 106</b>إذ قال لهم أخوهم نوح ألا تتقون ,<b>الشعراء 124</b>إذ قال لهم أخوهم هود ألا تتقون ,<b>الشعراء 161</b>إذ قال لهم أخوهم لوط ألا تتقون "
3075,"<b>الشعراء 107</b>إني لكم رسول أمين ,<b>الشعراء 125</b>إني لكم رسول أمين ,<b>الشعراء 162</b>إني لكم رسول أمين ,<b>الشعراء 178</b>إني لكم رسول أمين "
3076,"<b>الشعراء 108</b>فاتقوا الله وأطيعون ,<b>الشعراء 110</b>فاتقوا الله وأطيعون ,<b>الشعراء 126</b>فاتقوا الله وأطيعون ,<b>الشعراء 131</b>فاتقوا الله وأطيعون ,<b>الشعراء 150</b>فاتقوا الله وأطيعون ,<b>الشعراء 163</b>فاتقوا الله وأطيعون ,<b>الشعراء 179</b>فاتقوا الله وأطيعون "
3077,"<b>الشعراء 109</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 127</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 164</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 180</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين "
3079,<b>الدخان 52</b>في جنات وعيون 
3082,"<b>الشعراء 108</b>فاتقوا الله وأطيعون ,<b>الشعراء 110</b>فاتقوا الله وأطيعون ,<b>الشعراء 126</b>فاتقوا الله وأطيعون ,<b>الشعراء 131</b>فاتقوا الله وأطيعون ,<b>الشعراء 144</b>فاتقوا الله وأطيعون ,<b>الشعراء 163</b>فاتقوا الله وأطيعون ,<b>الشعراء 179</b>فاتقوا الله وأطيعون "
3085,<b>الشعراء 185</b>قالوا إنما أنت من المسحرين 
3090,"<b>الشعراء 8</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 67</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 103</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 121</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 174</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 190</b>إن في ذلك لآية وما كان أكثرهم مؤمنين "
3091,"<b>الشعراء 9</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 68</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 104</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 122</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 140</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 175</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 191</b>وإن ربك لهو العزيز الرحيم "
3093,"<b>الشعراء 106</b>إذ قال لهم أخوهم نوح ألا تتقون ,<b>الشعراء 124</b>إذ قال لهم أخوهم هود ألا تتقون ,<b>الشعراء 142</b>إذ قال لهم أخوهم صالح ألا تتقون "
3094,"<b>الشعراء 107</b>إني لكم رسول أمين ,<b>الشعراء 125</b>إني لكم رسول أمين ,<b>الشعراء 143</b>إني لكم رسول أمين ,<b>الشعراء 178</b>إني لكم رسول أمين "
3095,"<b>الشعراء 108</b>فاتقوا الله وأطيعون ,<b>الشعراء 110</b>فاتقوا الله وأطيعون ,<b>الشعراء 126</b>فاتقوا الله وأطيعون ,<b>الشعراء 131</b>فاتقوا الله وأطيعون ,<b>الشعراء 144</b>فاتقوا الله وأطيعون ,<b>الشعراء 150</b>فاتقوا الله وأطيعون ,<b>الشعراء 179</b>فاتقوا الله وأطيعون "
3096,"<b>الشعراء 109</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 127</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 145</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 180</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين "
3103,<b>الصافات 135</b>إلا عجوزا في الغابرين 
3104,<b>الصافات 136</b>ثم دمرنا الآخرين 
3105,<b>النمل 58</b>وأمطرنا عليهم مطرا فساء مطر المنذرين 
3106,"<b>الشعراء 8</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 67</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 103</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 121</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 139</b>فكذبوه فأهلكناهم إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 158</b>فأخذهم العذاب إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 190</b>إن في ذلك لآية وما كان أكثرهم مؤمنين "
3107,"<b>الشعراء 9</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 68</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 104</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 122</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 140</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 159</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 191</b>وإن ربك لهو العزيز الرحيم "
3110,"<b>الشعراء 107</b>إني لكم رسول أمين ,<b>الشعراء 125</b>إني لكم رسول أمين ,<b>الشعراء 143</b>إني لكم رسول أمين ,<b>الشعراء 162</b>إني لكم رسول أمين "
3111,"<b>الشعراء 108</b>فاتقوا الله وأطيعون ,<b>الشعراء 110</b>فاتقوا الله وأطيعون ,<b>الشعراء 126</b>فاتقوا الله وأطيعون ,<b>الشعراء 131</b>فاتقوا الله وأطيعون ,<b>الشعراء 144</b>فاتقوا الله وأطيعون ,<b>الشعراء 150</b>فاتقوا الله وأطيعون ,<b>الشعراء 163</b>فاتقوا الله وأطيعون "
3112,"<b>الشعراء 109</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 127</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 145</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين ,<b>الشعراء 164</b>وما أسألكم عليه من أجر إن أجري إلا على رب العالمين "
3117,<b>الشعراء 153</b>قالوا إنما أنت من المسحرين 
3122,"<b>الشعراء 8</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 67</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 103</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 121</b>إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 139</b>فكذبوه فأهلكناهم إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 158</b>فأخذهم العذاب إن في ذلك لآية وما كان أكثرهم مؤمنين ,<b>الشعراء 174</b>إن في ذلك لآية وما كان أكثرهم مؤمنين "
3123,"<b>الشعراء 9</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 68</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 104</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 122</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 140</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 159</b>وإن ربك لهو العزيز الرحيم ,<b>الشعراء 175</b>وإن ربك لهو العزيز الرحيم "
3136,<b>الصافات 176</b>أفبعذابنا يستعجلون 
3162,<b>لقمان 4</b>الذين يقيمون الصلاة ويؤتون الزكاة وهم بالآخرة هم يوقنون 
3212,<b>يونس 63</b>الذين آمنوا وكانوا يتقون 
3216,<b>الأعراف 83</b>فأنجيناه وأهله إلا امرأته كانت من الغابرين 
3217,<b>الشعراء 173</b>وأمطرنا عليهم مطرا فساء مطر المنذرين 
3227,<b>المؤمنون 83</b>لقد وعدنا نحن وآباؤنا هذا من قبل إن هذا إلا أساطير الأولين 
3230,"<b>يونس 48</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>الأنبياء 38</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>السجدة 28</b>ويقولون متى هذا الفتح إن كنتم صادقين ,<b>سبأ 29</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>يس 48</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>الملك 25</b>ويقولون متى هذا الوعد إن كنتم صادقين "
3239,<b>الروم 52</b>فإنك لا تسمع الموتى ولا تسمع الصم الدعاء إذا ولوا مدبرين 
3240,<b>الروم 53</b>وما أنت بهاد العمي عن ضلالتهم إن تسمع إلا من يؤمن بآياتنا فهم مسلمون 
3254,<b>الشعراء 2</b>تلك آيات الكتاب المبين 
3266,<b>يوسف 22</b>ولما بلغ أشده آتيناه حكما وعلما وكذلك نجزي المحسنين 
3314,<b>القصص 74</b>ويوم يناديهم فيقول أين شركائي الذين كنتم تزعمون 
3326,<b>القصص 62</b>ويوم يناديهم فيقول أين شركائي الذين كنتم تزعمون 
3362,<b>الشورى 31</b>وما أنتم بمعجزين في الأرض وما لكم من دون الله من ولي ولا نصير 
3368,<b>الأعراف 80</b>ولوطا إذ قال لقومه أتأتون الفاحشة ما سبقكم بها من أحد من العالمين 
3377,"<b>الأعراف 78</b>فأخذتهم الرجفة فأصبحوا في دارهم جاثمين ,<b>الأعراف 91</b>فأخذتهم الرجفة فأصبحوا في دارهم جاثمين "
3399,<b>النحل 42</b>الذين صبروا وعلى ربهم يتوكلون 
3443,<b>النحل 55</b>ليكفروا بما آتيناهم فتمتعوا فسوف تعلمون 
3446,<b>الزمر 52</b>أولم يعلموا أن الله يبسط الرزق لمن يشاء ويقدر إن في ذلك لآيات لقوم يؤمنون 
3461,<b>النمل 80</b>إنك لا تسمع الموتى ولا تسمع الصم الدعاء إذا ولوا مدبرين 
3462,<b>النمل 81</b>وما أنت بهادي العمي عن ضلالتهم إن تسمع إلا من يؤمن بآياتنا فهم مسلمون 
3473,<b>النمل 3</b>الذين يقيمون الصلاة ويؤتون الزكاة وهم بالآخرة هم يوقنون 
3474,<b>البقرة 5</b>أولئك على هدى من ربهم وأولئك هم المفلحون 
3499,<b>الحج 62</b>ذلك بأن الله هو الحق وأن ما يدعون من دونه هو الباطل وأن الله هو العلي الكبير 
3529,<b>طه 128</b>أفلم يهد لهم كم أهلكنا قبلهم من القرون يمشون في مساكنهم إن في ذلك لآيات لأولي النهى 
3531,"<b>يونس 48</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>الأنبياء 38</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>النمل 71</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>سبأ 29</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>يس 48</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>الملك 25</b>ويقولون متى هذا الوعد إن كنتم صادقين "
3635,"<b>يونس 48</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>الأنبياء 38</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>النمل 71</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>السجدة 28</b>ويقولون متى هذا الفتح إن كنتم صادقين ,<b>يس 48</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>الملك 25</b>ويقولون متى هذا الوعد إن كنتم صادقين "
3677,<b>إبراهيم 20</b>وما ذلك على الله بعزيز 
3751,<b>الأنعام 4</b>وما تأتيهم من آية من آيات ربهم إلا كانوا عنها معرضين 
3753,"<b>يونس 48</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>الأنبياء 38</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>النمل 71</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>السجدة 28</b>ويقولون متى هذا الفتح إن كنتم صادقين ,<b>سبأ 29</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>الملك 25</b>ويقولون متى هذا الوعد إن كنتم صادقين "
3804,"<b>المؤمنون 82</b>قالوا أإذا متنا وكنا ترابا وعظاما أإنا لمبعوثون ,<b>الصافات 53</b>أإذا متنا وكنا ترابا وعظاما أإنا لمدينون "
3805,<b>الواقعة 48</b>أوآباؤنا الأولون 
3815,<b>الطور 25</b>وأقبل بعضهم على بعض يتساءلون 
3822,<b>المرسلات 18</b>كذلك نفعل بالمجرمين 
3828,"<b>الصافات 74</b>إلا عباد الله المخلصين ,<b>الصافات 128</b>إلا عباد الله المخلصين ,<b>الصافات 160</b>إلا عباد الله المخلصين "
3831,<b>الواقعة 12</b>في جنات النعيم 
3841,<b>الصافات 16</b>أإذا متنا وكنا ترابا وعظاما أإنا لمبعوثون 
3854,<b>الواقعة 53</b>فمالئون منها البطون 
3862,"<b>الصافات 40</b>إلا عباد الله المخلصين ,<b>الصافات 128</b>إلا عباد الله المخلصين ,<b>الصافات 160</b>إلا عباد الله المخلصين "
3866,"<b>الصافات 108</b>وتركنا عليه في الآخرين ,<b>الصافات 129</b>وتركنا عليه في الآخرين "
3868,"<b>الصافات 110</b>كذلك نجزي المحسنين ,<b>الصافات 121</b>إنا كذلك نجزي المحسنين ,<b>الصافات 131</b>إنا كذلك نجزي المحسنين ,<b>المرسلات 44</b>إنا كذلك نجزي المحسنين "
3869,"<b>الصافات 111</b>إنه من عبادنا المؤمنين ,<b>الصافات 132</b>إنه من عبادنا المؤمنين "
3870,<b>الشعراء 66</b>ثم أغرقنا الآخرين 
3873,<b>الشعراء 70</b>إذ قال لأبيه وقومه ما تعبدون 
3896,"<b>الصافات 78</b>وتركنا عليه في الآخرين ,<b>الصافات 129</b>وتركنا عليه في الآخرين "
3898,"<b>الصافات 80</b>إنا كذلك نجزي المحسنين ,<b>الصافات 121</b>إنا كذلك نجزي المحسنين ,<b>الصافات 131</b>إنا كذلك نجزي المحسنين ,<b>المرسلات 44</b>إنا كذلك نجزي المحسنين "
3899,"<b>الصافات 81</b>إنه من عبادنا المؤمنين ,<b>الصافات 132</b>إنه من عبادنا المؤمنين "
3909,"<b>الصافات 80</b>إنا كذلك نجزي المحسنين ,<b>الصافات 110</b>كذلك نجزي المحسنين ,<b>الصافات 131</b>إنا كذلك نجزي المحسنين ,<b>المرسلات 44</b>إنا كذلك نجزي المحسنين "
3916,"<b>الصافات 40</b>إلا عباد الله المخلصين ,<b>الصافات 74</b>إلا عباد الله المخلصين ,<b>الصافات 160</b>إلا عباد الله المخلصين "
3917,"<b>الصافات 78</b>وتركنا عليه في الآخرين ,<b>الصافات 108</b>وتركنا عليه في الآخرين "
3919,"<b>الصافات 80</b>إنا كذلك نجزي المحسنين ,<b>الصافات 110</b>كذلك نجزي المحسنين ,<b>الصافات 121</b>إنا كذلك نجزي المحسنين ,<b>المرسلات 44</b>إنا كذلك نجزي المحسنين "
3920,"<b>الصافات 81</b>إنه من عبادنا المؤمنين ,<b>الصافات 111</b>إنه من عبادنا المؤمنين "
3923,<b>الشعراء 171</b>إلا عجوزا في الغابرين 
3924,<b>الشعراء 172</b>ثم دمرنا الآخرين 
3942,<b>القلم 36</b>ما لكم كيف تحكمون 
3948,"<b>الصافات 40</b>إلا عباد الله المخلصين ,<b>الصافات 74</b>إلا عباد الله المخلصين ,<b>الصافات 128</b>إلا عباد الله المخلصين "
3964,<b>الشعراء 204</b>أفبعذابنا يستعجلون 
3995,<b>ص 40</b>وإن له عندنا لزلفى وحسن مآب 
4010,<b>ص 25</b>فغفرنا له ذلك وإن له عندنا لزلفى وحسن مآب 
4042,<b>الحجر 29</b>فإذا سويته ونفخت فيه من روحي فقعوا له ساجدين 
4043,<b>الحجر 30</b>فسجد الملائكة كلهم أجمعون 
4046,<b>الأعراف 12</b>قال ما منعك ألا تسجد إذ أمرتك قال أنا خير منه خلقتني من نار وخلقته من طين 
4047,<b>الحجر 34</b>قال فاخرج منها فإنك رجيم 
4048,<b>الحجر 35</b>وإن عليك اللعنة إلى يوم الدين 
4049,<b>الحجر 36</b>قال رب فأنظرني إلى يوم يبعثون 
4050,<b>الحجر 37</b>قال فإنك من المنظرين 
4051,<b>الحجر 38</b>إلى يوم الوقت المعلوم 
4053,<b>الحجر 40</b>إلا عبادك منهم المخلصين 
4057,<b>التكوير 27</b>إن هو إلا ذكر للعالمين 
4071,<b>الأنعام 15</b>قل إني أخاف إن عصيت ربي عذاب يوم عظيم 
4098,<b>هود 39</b>فسوف تعلمون من يأتيه عذاب يخزيه ويحل عليه عذاب مقيم 
4106,<b>الجاثية 33</b>وبدا لهم سيئات ما عملوا وحاق بهم ما كانوا به يستهزئون 
4110,<b>الروم 37</b>أولم يروا أن الله يبسط الرزق لمن يشاء ويقدر إن في ذلك لآيات لقوم يؤمنون 
4130,<b>غافر 76</b>ادخلوا أبواب جهنم خالدين فيها فبئس مثوى المتكبرين 
4135,"<b>الجاثية 2</b>تنزيل الكتاب من الله العزيز الحكيم ,<b>الأحقاف 2</b>تنزيل الكتاب من الله العزيز الحكيم "
4156,<b>هود 96</b>ولقد أرسلنا موسى بآياتنا وسلطان مبين 
4209,<b>الزمر 72</b>قيل ادخلوا أبواب جهنم خالدين فيها فبئس مثوى المتكبرين 
4226,<b>الانشقاق 25</b>إلا الذين آمنوا وعملوا الصالحات لهم أجر غير ممنون 
4236,<b>يونس 63</b>الذين آمنوا وكانوا يتقون 
4263,<b>هود 110</b>ولقد آتينا موسى الكتاب فاختلف فيه ولولا كلمة سبقت من ربك لقضي بينهم وإنهم لفي شك منه مريب 
4269,<b>الإسراء 83</b>وإذا أنعمنا على الإنسان أعرض ونأى بجانبه وإذا مسه الشر كان يئوسا 
4303,<b>العنكبوت 22</b>وما أنتم بمعجزين في الأرض ولا في السماء وما لكم من دون الله من ولي ولا نصير 
4327,<b>الدخان 2</b>والكتاب المبين 
4328,<b>يوسف 2</b>إنا أنزلناه قرآنا عربيا لعلكم تعقلون 
4332,<b>الحجر 11</b>وما يأتيهم من رسول إلا كانوا به يستهزئون 
4389,"<b>آل عمران 51</b>إن الله ربي وربكم فاعبدوه هذا صراط مستقيم ,<b>مريم 36</b>وإن الله ربي وربكم فاعبدوه هذا صراط مستقيم "
4408,<b>المعارج 42</b>فذرهم يخوضوا ويلعبوا حتى يلاقوا يومهم الذي يوعدون 
4416,<b>الزخرف 2</b>والكتاب المبين 
4421,<b>الشعراء 24</b>قال رب السماوات والأرض وما بينهما إن كنتم موقنين 
4452,<b>الأنبياء 16</b>وما خلقنا السماء والأرض وما بينهما لاعبين 
4466,<b>الشعراء 147</b>في جنات وعيون 
4475,"<b>غافر 2</b>تنزيل الكتاب من الله العزيز العليم ,<b>الأحقاف 2</b>تنزيل الكتاب من الله العزيز الحكيم "
4506,"<b>النحل 34</b>فأصابهم سيئات ما عملوا وحاق بهم ما كانوا به يستهزئون ,<b>الزمر 48</b>وبدا لهم سيئات ما كسبوا وحاق بهم ما كانوا به يستهزئون "
